timestamps,open,high,low,close,volume
2020-01-02,150.41533767385138,152.26260717686054,149.98904693545595,152.1584014892578,22622100
2020-01-03,149.97959446814662,151.52371505612567,149.73328220562672,150.26377868652344,21116200
2020-01-06,148.80490629687822,150.7184951877552,148.26492739771743,150.6521759033203,20813700
2020-01-07,150.92690510004644,151.25845815414866,149.03226665965386,149.278564453125,21634100
2020-01-08,150.55738711507612,152.32888330245382,149.62901863258827,151.65628051757812,27746500
2020-01-09,153.31413455747898,153.67412047600544,152.5468083247831,153.55096435546875,21385000
2020-01-10,154.24248132310657,154.62140312836723,152.68886433869304,152.84043884277344,20725900
2020-01-13,153.23835440536027,154.70670211208954,152.76469478737948,154.67828369140625,21626500
2020-01-14,154.78243804877684,154.98138138252065,153.2004171840242,153.5888214111328,23477400
2020-01-15,154.05303021846976,155.3034983915867,154.00567582656228,154.58352661132812,21417900
2020-01-16,155.6919174437164,157.48235016664844,155.38876835912026,157.41603088378906,23865400
2020-01-17,158.60016218369577,158.64753102974288,156.7149919685834,158.29702758789062,34371700
2020-01-21,157.8991176525282,159.32957853635287,157.66228791202107,157.72860717773438,29517200
2020-01-22,158.58123448962317,158.66650420670973,156.9518442456102,156.97079467773438,24138800
2020-01-23,157.43496426740944,158.0128294992705,156.5634324259856,157.93704223632812,19680800
2020-01-24,158.6854145724222,158.7043650014878,155.7866204878923,156.3455352783203,24918100
2020-01-27,152.66048172072817,154.77301392246096,151.76053138101526,153.73095703125,32078100
2020-01-28,155.1519500770846,157.02763819872118,154.47936148498258,156.7434539794922,24899900
2020-01-29,158.9980085840233,159.86007229491779,156.96127863009366,159.18746948242188,34754500
2020-01-30,164.88089473268496,164.88089473268496,161.7926251689453,163.67779541015625,51597500
2020-01-31,163.1378330139446,163.31781150569444,160.6463790875127,161.2621307373047,36142700
2020-02-03,161.45160480639652,165.30720090044179,161.423186386706,165.1935272216797,30107000
2020-02-04,167.8080817735197,171.12369816863662,167.02180529379913,170.63108825683594,36433300
2020-02-05,174.3351158434909,174.49615834021887,169.0111876454054,170.4226837158203,39186300
2020-02-06,171.43633505355797,174.1362002133704,170.57427122162437,173.95620727539062,27751400
2020-02-07,173.21733945607366,175.85088594864706,172.86682148638042,174.20254516601562,33529100
2020-02-10,173.90881068945626,178.891703051331,173.59619370834915,178.7590789794922,35844300
2020-02-11,180.60638491548957,180.65375376260124,173.8330589718601,174.72354125976562,53159900
2020-02-12,175.80348736530172,176.0592675799467,172.2699910279323,174.9793243408203,47062900
2020-02-13,173.4352276433204,176.4192778019826,173.23628422043473,174.03204345703125,35295800
2020-02-14,173.5962108192426,175.64242337639334,173.02781362394256,175.58558654785156,23149500
2020-02-18,175.8318640991125,177.8117571589864,175.72765844043812,177.36651611328125,27792200
2020-02-19,178.63940916647175,178.75339330512708,177.1290613515988,177.8984832763672,29997500
2020-02-20,177.58508695893417,177.8700619196404,172.0281404500912,175.18182373046875,36862400
2020-02-21,173.99441929987273,174.30789026966164,168.37097302614455,169.6438446044922,48572600
2020-02-24,159.36584000819616,165.80620582569023,155.05325577394382,162.3295440673828,68311100
2020-02-25,165.47371997311936,166.08165959218329,159.25182910172236,159.6508026123047,68073300
2020-02-26,161.2086961123026,164.58085379705224,159.78383585302421,161.64564514160156,56206100
2020-02-27,155.13875963759634,158.66290516046735,150.06624715653416,150.2562255859375,93174900
2020-02-28,144.7752687189207,155.50921622258826,144.38580353335962,153.8943634033203,97012700
2020-03-02,157.02908558517254,164.25787667339787,154.1793652796082,164.13438415527344,71030800
2020-03-03,165.09375911275336,166.2336440588436,154.13182955336734,156.2691192626953,71677000
2020-03-04,160.0497561503621,162.14904146075395,157.3235145582892,162.00656127929688,49814400
2020-03-05,157.73198314771483,162.31052511256803,157.39001621509487,157.9409637451172,47817300
2020-03-06,154.46432171432747,154.93927504171984,148.18543814642317,153.47642517089844,72821100
2020-03-09,143.43585918878594,149.84772706643034,142.4859528365423,143.07489013671875,70419300
2020-03-10,150.23719611177222,152.96342277639656,144.93671678713088,152.8589324951172,65354400
2020-03-11,149.25881588095203,149.8002550593637,143.57836446468625,145.93414306640625,56371600
2020-03-12,138.0214317979302,145.7821669760473,131.63805829012034,132.09400939941406,93226400
2020-03-13,140.11122857796408,153.79938665871734,133.68035660445514,150.87367248535156,92727400
2020-03-16,132.98692659116145,141.8685592719839,128.23739349861998,128.6363525390625,87905900
2020-03-17,132.9869059878746,140.11120452293932,128.2373736311648,139.22779846191406,81059800
2020-03-18,131.0870672627883,138.68631753889198,128.2563505933772,133.36683654785156,81593200
2020-03-19,135.61816456023482,142.6284651649305,132.0370127460227,135.56117248535156,85922700
2020-03-20,138.6863510776693,139.7312540410922,129.05429960314783,130.46966552734375,84866200
2020-03-23,130.1466764014955,133.52835551035776,125.88160575331062,129.16827392578125,78975200
2020-03-24,136.5490515459888,142.1060100501509,134.19328761949444,140.90911865234375,82516700
2020-03-25,141.45057605299218,146.59906738567054,137.20449296873716,139.5602569580078,75638200
2020-03-26,140.96614537772146,148.81238382335576,140.9376493369031,148.28993225097656,64568100
2020-03-27,144.14829983755556,147.13100542904672,141.72603555754588,142.20098876953125,57042300
2020-03-30,144.8037851504322,152.55502759461282,142.4955042449224,152.20355224609375,63420300
2020-03-31,151.41511399644187,156.52561640437477,148.71738259294858,149.80978393554688,77927200
2020-04-01,145.33569636745324,149.8477523004297,143.26490712816815,144.4902801513672,57969900
2020-04-02,144.25279157514507,147.6914482262968,142.827931924855,147.4824676513672,49630700
2020-04-03,147.33051565835152,149.49630149094543,144.56628404497476,146.12413024902344,41243300
