timestamps,open,high,low,close,volume
2020-01-02,71.34406947838406,72.39410082239243,71.09119881769524,72.33389282226562,135480400
2020-01-03,71.56323596598364,72.38928806176136,71.4066966170151,71.63066864013672,146322800
2020-01-06,70.75401351048198,72.23994237629597,70.50354624985978,72.20140838623047,118387200
2020-01-07,72.2110641639823,72.46634548952974,71.64270418623039,71.86186218261719,108872000
2020-01-08,71.56563615467269,73.31889277543256,71.56563615467269,73.01785278320312,132079200
2020-01-09,73.99320238999518,74.76145686133366,73.74274246581768,74.56879425048828,170108400
2020-01-10,74.80241031619431,75.3009342510977,74.23645372460896,74.73738098144531,140644800
2020-01-13,75.05288582822318,76.36060178633993,74.93487315391599,76.3341064453125,121532000
2020-01-14,76.2714631183451,76.48098568839895,75.18049494182533,75.30331420898438,161954400
2020-01-15,75.10344798902688,75.98248317068368,74.54953007278792,74.98062133789062,121923600
2020-01-16,75.52248200660513,76.03064118697364,75.16123412136378,75.91985321044922,108829200
2020-01-17,76.16791647174253,76.76277166888072,75.86206254796348,76.76036834716797,137816400
2020-01-21,76.38947268651397,76.83019183971173,76.1028821310267,76.24015808105469,110843200
2020-01-22,76.72423978617735,77.06381371935198,76.41838585398544,76.51231384277344,101832400
2020-01-23,76.56530142477,76.96026202494508,76.01860816134078,76.88079071044922,104472000
2020-01-24,77.12642473209515,77.86818383448923,76.46895092458591,76.65921020507812,146537600
2020-01-27,74.67234921705278,75.08416976822737,73.42484155700832,74.405029296875,161940000
2020-01-28,75.28408422213496,76.68090687398296,75.18534222076916,76.50991821289062,162234000
2020-01-29,78.13792264122904,78.95674973344263,77.39856685210137,78.1114273071289,216229200
2020-01-30,77.19627050016777,78.05122092954578,76.76517927864235,77.99823760986328,126743200
2020-01-31,77.29020649112265,77.71166246110458,74.24609404973549,74.53990936279297,199588400
2020-02-03,73.2851511845041,75.49839714349714,72.78422401879573,74.3351821899414,173788400
2020-02-04,75.93673642473705,76.9795430880588,75.53214043347742,76.7892837524414,136616400
2020-02-05,77.91396003658885,78.21259669148851,76.81336346644713,77.41544342041016,118826800
2020-02-06,77.68516086755363,78.3233640404218,77.12883967256218,78.32095336914062,105425600
2020-02-07,77.82125391424971,78.06989925267796,76.76632167871378,77.2563705444336,117684000
2020-02-10,75.84415588740227,77.62329864501953,75.7644959675757,77.62329864501953,109348800
2020-02-11,78.11819639978289,78.1906145236601,76.93772941121844,77.15499114990234,94323200
2020-02-12,77.60398368209574,78.9920538114317,77.60398368209574,78.98722839355469,113730400
2020-02-13,78.26058344838953,78.75063214721084,78.05780543857192,78.42473602294922,94747600
2020-02-14,78.3933688702963,78.69271421468866,77.93712009409066,78.4440689086914,80113600
2020-02-18,76.12900862033511,77.18877358272158,75.94795598487916,77.00772094726562,152531200
2020-02-19,77.24912913343354,78.35234502696264,77.24912913343354,78.12300872802734,93984000
2020-02-20,77.88400744802773,78.3716398349872,76.81700080414447,77.321533203125,100566000
2020-02-21,76.91599243144344,77.35776502195542,74.95579692410486,75.57137298583984,129554000
2020-02-24,71.75960997813098,73.43011814732492,69.8211400810818,71.98169708251953,222195200
